,component,component_bottom_elevation_from_end_A,stack_length,component_bottom_elevation_above_mudline,component_top_elevation_above_mudline,StressOD,StressID,drag_diameter,buoyancy_diameter,internal_fluid_ID,A,I,J,EI,EA,GJ,stack_in_service_weight,wet_weight_per_unit_length,dry_weight_per_unit_length,internal_fluid_weight_per_unit_length,internal_fluid_weight_in_seawater_per_unit_length,component_bottom_effective_tension,component_top_effective_tension,true_tension,shear7_top_x_by_L,shear7_bottom_x_by_L,elevation_above_MSL,strain,axial_stretch
18,75ft Buoyancy Jt. 5000 ft rating,1562.1,731.52,906.1704,1637.6904,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,1669.7708567647408,0.6815469845989564,10.681711965282537,3.4403779399588155,1.601057533069379,5978.175468827621,7647.946325592362,0,0.327013080523221,0.6150246009840394,-1532.2296000000001,0.000812560124399755,0.5944039822009087
19,75ft Buoyancy Jt. 7500 ft rating,2293.62,731.52,174.6504,906.1704,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,2239.3473047647403,1.4601674570399013,11.46033243772348,3.4403779399588155,1.601057533069379,3738.828164062881,5978.175468827621,0,0.6150246009840394,0.9030361214448579,-2263.7496,0.0005794495161468258,0.423878910051726
20,75ft Buoyancy Jt. 10000 ft rating,2385.06,91.44,83.21039999999999,174.6504,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,333.3162050955926,2.04413281137061,12.044297792054191,3.4403779399588155,1.601057533069379,3405.5119589672886,3738.828164062881,0,0.9030361214448579,0.9390375615024602,-2355.1896,0.0004260350807594306,0.038956647784642334
21,75ft Bare jt.  - protected,2453.64,68.58,14.630399999999995,83.21039999999999,0.5334,0.4826,1.2953999999999999,0.7821996959201,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,503.6266658216944,5.7425800554650985,8.735160784180175,3.4403779399588155,1.601057533069379,2901.885293145594,3405.5119589672886,0,0.9390375615024602,0.9660386415456619,-2423.7696,0.0003761260594275846,0.025794725155543752
22,Lower FJ,2453.64,0.0,14.630400000000002,14.630400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2901.885293145594,2901.885293145594,0,0.9660386415456619,0.9660386415456619,-2423.7696,0.0,0.0
23,LMRP,2459.736,6.096,8.534400000000002,14.630400000000002,0.60325,0.47625,5.588,2.2018921023100777,0.47625,0.10767533930821825,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.219559237,632524.6465031995,1121.958893145594,182.4891732283465,218.98700787401577,3.3504373116808055,1.5592016314950234,1779.9264,2901.885293145594,0,0.9660386415456619,0.968438737549502,-2429.8656,0.00010510617558402346,0.000640727246360207
24,BOP,2466.7464,7.010400000000001,1.524000000000001,8.534400000000002,0.60325,0.47625,5.588,2.3347666059512973,0.47625,0.10767533930821825,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.219559237,632524.6465031995,1857.6042671174328,263.41915439917835,304.67757617254364,3.3504373116808055,1.5592016314950234,-77.6778671174327,1779.9264,0,0.968438737549502,0.9711988479539183,-2436.876,3.821529888669906e-05,0.0002679045313153151
25,Wellhead,2466.7464,0.0,1.524,1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.6778671174327,-77.6778671174327,0,0.9711988479539183,0.9711988479539183,-2436.876,0.0,0.0
26,Mudline,2466.7464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.6778671174327,-77.6778671174327,0,0.9711988479539183,0.9711988479539183,-2438.4,0.0,0.0
27,30ft Casing Program 1,2494.1784,27.432000000000002,-25.908,1.524,0.9144,0.8128,0.9144,0.9144,0.8128,0.13782443431451935,0.012893227746141522,0.025786455492283044,2666865.526097116,28507929.881035823,2051435.0200747047,412.10969376053663,10.481450799161976,10.546228301146172,9.758855984813923,4.541503916518127,-489.7875608779693,-77.6778671174327,0,0.9711988479539183,0.981999279971199,-2464.308,-9.952764552941004e-06,-0.0002730242372162777
28,30ft Casing Program 2,2539.8983999999996,45.72,-71.628,-25.908,0.9144,0.8382,0.9144,0.9144,0.8382000000000001,0.10488844817318198,0.010087034216739572,0.020174068433479145,2086425.8619208224,21695373.10799417,1604942.9707083248,584.8043093264623,7.961212418373368,8.025989920357564,10.378314616662466,4.829782973718985,-1074.5918702044316,-489.7875608779693,0,0.981999279971199,1.0,-2510.0280000000002,-3.6053296324873265e-05,-0.0016483567079732056
