,Unnamed: 0,Unnamed: 0.1,component,component_bottom_elevation_from_end_A,stack_length,component_bottom_elevation_above_mudline,component_top_elevation_above_mudline,StressOD,StressID,drag_diameter,buoyancy_diameter,internal_fluid_ID,A,I,J,EI,EA,GJ,stack_in_service_weight,wet_weight_per_unit_length,dry_weight_per_unit_length,internal_fluid_weight_per_unit_length,internal_fluid_weight_in_seawater_per_unit_length,component_bottom_effective_tension,component_top_effective_tension,true_tension,shear7_top_x_by_L,shear7_bottom_x_by_L,elevation_above_MSL,strain,axial_stretch,max_damage,elevation_above_mudline_at_max_damage,shear7_x_by_L_at_max_damage,elevation_from_end_A_at_max_damage,total_viv_max_damage,total_wave_max_damage
10,10,10,10ft Pup Jt.,33.528,3.048,764.4384000000001,767.4864000000001,0.5334,0.4826,1.2954,0.7206983203415884,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,56.260025070380145,14.356069031843052,16.618693067644738,1.839320406889436,0.0,3220.2899483572332,3276.549973427614,0,0.03505082369435681,0.038555906063792486,2.438400000000115,0.0003874230052172744,0.0011808653199022526,0.11863751062875957,764.6609344800002,0.03505082369435682,30.48,0.10411519113810988,0.01452231949064969
11,11,11,15ft Pup Jt.,33.528,0.0,764.4384000000001,764.4384000000001,0.5334,0.4826,1.2954,0.7622507893377743,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,0.0,10.949604464913916,13.698866295991195,1.839320406889436,0.0,3220.2899483572332,3220.2899483572332,0,0.038555906063792486,0.038555906063792486,2.438400000000115,0.0,0.0,,,,,,
12,12,12,20ft Pup Jt.,39.624,6.096,758.3424000000001,764.4384000000001,0.5334,0.4826,1.2954,0.7821996959200997,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,68.14799254717386,9.24637218144935,12.238952910164425,1.839320406889436,0.0,3152.1419558100597,3220.2899483572332,0,0.038555906063792486,0.04556607080266385,-3.6575999999998885,0.0003800042403040587,0.0023165058488935427,0.12594910273542775,759.8781652800001,0.04380000000000003,38.08823472000004,0.10246408622223159,0.02348501651319617
13,13,13,25ft Pup Jt.,39.624,0.0,758.3424000000001,758.3424000000001,0.5334,0.4826,1.2954,0.7334112952593851,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,0.0,7.494476118457223,9.903091492841591,1.839320406889436,0.0,3152.1419558100597,3152.1419558100597,0,0.04556607080266385,0.04556607080266385,-3.6575999999998885,0.0,0.0,,,,,,
14,14,14,30ft Pup Jt.,39.624,0.0,758.3424000000001,758.3424000000001,0.5334,0.4826,1.2954,0.6989964023453556,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,0.0,6.326545409795807,8.345850547959701,1.839320406889436,0.0,3152.1419558100597,3152.1419558100597,0,0.04556607080266385,0.04556607080266385,-3.6575999999998885,0.0,0.0,,,,,,
15,15,15,40ft Pup Jt.,51.816,12.192,746.1504000000001,758.3424000000001,0.5334,0.4826,1.2954,0.811203742579293,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,81.58305763623049,6.691523756252501,10.04908283142427,1.839320406889436,0.0,3070.5588981738288,3152.1419558100597,0,0.04556607080266385,0.05958640028040658,-15.849599999999896,0.0003710753988773399,0.004524151263112528,0.12529258423917206,758.3128953600001,0.04560000000000002,39.65350464000003,0.10129236815196065,0.024000216087211416
16,16,16,75ft Bare jt.  - protected,120.396,68.58,677.5704000000002,746.1504000000001,0.5334,0.4826,1.2954,0.7821996959201,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,393.82614020379646,5.7425800554650985,8.735160784180175,1.839320406889436,0.0,2676.732757970033,3070.5588981738288,0,0.05958640028040658,0.1384507535927094,-84.42959999999994,0.00034272554535585785,0.02350411790050473,0.10606077924632985,746.1385737600001,0.059599999999999986,51.82782624000001,0.09023297828923756,0.0158278009570923
17,17,17,75ft Buoyancy Jt. 2500 ft rating,714.7560000000002,594.36,83.21040000000005,677.5704000000002,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,57.99861776623565,0.0975816302682476,10.097746610951829,1.839320406889436,0.0,2618.734140203797,2676.732757970033,0,0.13845075359270936,0.8219418156326673,-678.7896,0.0003157820916658018,0.18768824400248602,0.15804708281714502,620.4821829600002,0.20410000000000006,177.48421703999998,0.1398872221058894,0.0181598607112556
18,18,18,75ft Buoyancy Jt. 5000 ft rating,714.7560000000002,0.0,83.21039999999998,83.21039999999998,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,0.0,0.6815469845989564,10.681711965282537,1.839320406889436,0.0,2618.734140203797,2618.734140203797,0,0.8219418156326673,0.8219418156326673,-678.7896000000002,0.0,0.0,,,,,,
19,19,19,75ft Buoyancy Jt. 7500 ft rating,714.7560000000002,0.0,83.21039999999998,83.21039999999998,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,0.0,1.4601674570399013,11.460332437723482,1.839320406889436,0.0,2618.734140203797,2618.734140203797,0,0.8219418156326673,0.8219418156326673,-678.7896000000002,0.0,0.0,,,,,,
20,20,20,75ft Buoyancy Jt. 10000 ft rating,714.7560000000002,0.0,83.21039999999998,83.21039999999998,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,0.0,2.04413281137061,12.044297792054193,1.839320406889436,0.0,2618.734140203797,2618.734140203797,0,0.8219418156326673,0.8219418156326673,-678.7896000000002,0.0,0.0,,,,,,
21,21,21,75ft Bare jt.  - protected,783.336,68.58,14.630399999999995,83.21039999999998,0.5334,0.4826,1.2954,0.7821996959201,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,393.82614020379646,5.7425800554650985,8.735160784180175,1.839320406889436,0.0,2224.908000000001,2618.734140203797,0,0.8219418156326673,0.9008061689449699,-747.3696,0.0002888386379757458,0.019808553792376643,0.11885241549760417,82.98588431999991,0.8222,714.9805156800003,0.10519405919319444,0.01365835630440973
22,22,22,Lower FJ,783.336,0.0,14.630400000000002,14.630400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2224.908000000001,2224.908000000001,0,0.9008061689449699,0.9008061689449699,-747.3696,0.0,0.0,,,,,,
23,23,23,LMRP,789.432,6.096,8.534400000000002,14.630400000000002,0.60325,0.47625,5.587999999999999,2.2018921023100777,0.47625,0.10767533930821824,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.21955924,632524.6465031995,1112.4540000000004,182.4891732283465,218.98700787401575,1.7912356801857825,0.0,1112.4540000000004,2224.908000000001,0,0.9008061689449699,0.9078163336838416,-753.4656,7.492342267268102e-05,0.0004567331846126635,0.07146438418748954,8.548603680000003,0.9078,789.41779632,0.0671191678554,0.004345216332089545
24,24,24,BOP,796.4424,7.0104000000000015,1.524000000000001,8.534400000000002,0.60325,0.47625,5.587999999999999,2.3347666059512973,0.47625,0.10767533930821824,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.21955924,632524.6465031995,1846.6736399999998,263.4191543991784,304.67757617254364,1.7912356801857825,0.0,-734.21964,1112.4540000000004,0,0.9078163336838416,0.9158780231335436,-760.4760000000001,8.491321236237184e-06,5.952755839451716e-05,0.35004912658632864,1.7657673600000017,0.9156,796.20063264,0.24285495813799998,0.10719416844832866
25,25,25,Wellhead,796.4424,0.0,1.524,1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-734.21964,-734.21964,0,0.9158780231335436,0.9158780231335436,-760.4760000000001,0.0,0.0,,,,,,
26,26,26,Mudline,796.4424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-734.21964,-734.21964,0,0.9158780231335436,0.9158780231335436,-762.0,0.0,0.0,,,,,,
27,27,27,30ft Casing Program 1,823.8744,27.432,-25.908,1.524,0.9144,0.8128,0.9144,0.9144,0.8128,0.13782443431451935,0.012893227746141522,0.025786455492283044,2666865.526097116,28507929.881035823,2051435.0200747047,287.5271583226113,10.481450799161976,10.546228301146172,5.2173520682957975,0.0,-1021.7467983226112,-734.21964,0,0.9158780231335436,0.9474237644584648,-787.908,-3.079785950172979e-05,-0.0008448468818514518,0.26350342382631803,-0.018049240000065307,0.9159,796.46151096,0.240351073921,0.023152349905318014
28,28,28,30ft Casing Program 2,869.5944000000003,45.72,-71.628,-25.908,0.9144,0.8382,0.9144,0.9144,0.8382000000000001,0.10488844817318198,0.010087034216739572,0.020174068433479145,2086425.8619208224,21695373.10799417,1604942.9707083246,363.9866317680304,7.961212418373367,8.025989920357564,5.54853164294348,0.0,-1385.7334300906414,-1021.7467983226112,0,0.9474237644584648,1.0,-833.628,-5.54837249497719e-05,-0.0025367159047035713,0.17252187093212135,-26.669969520000034,0.9483,824.6363695200001,0.17251556548799998,6.305444121367772e-06
